Accession	Source Database	Name	Tax ID	Tax Name	Length
A0A374BTC5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293216	Ruminococcus sp. AM43-6	590
A0A374BV99	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293216	Ruminococcus sp. AM43-6	556
A0A374E8I7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293202	Ruminococcus sp. AM31-15AC	590
A0A374ESQ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293202	Ruminococcus sp. AM31-15AC	556
A0A374HYA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293144	Roseburia sp. TF10-5	583
A0A374JZE1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293095	Coprococcus sp. OM06-34AC	564
A0A374NIG5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39488	Anaerobutyricum hallii	556
A0A374UM72	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292352	Eubacterium sp. OM08-24	566
A0A374VUC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292375	Ruminococcus sp. OM06-36AC	573
A0A380RE50	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	589
A0A383TB64	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2094020	Trichococcus shcherbakoviae	597
A0A383TDA1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2094020	Trichococcus shcherbakoviae	559
A0A383TEW4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2094020	Trichococcus shcherbakoviae	588
A0A391P2Q7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2316025	Mediterraneibacter butyricigenes	584
A0A395V2H0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A395WC27	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1735	Holdemanella biformis	562
A0A395XAX9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A395ZJI4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A396KF07	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293024	Clostridium sp. AM22-11AC	570
A0A396KTS7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292041	Dorea sp. AF36-15AT	581
A0A396LLV1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292356	Faecalibacterium sp. OF03-6AC	581
A0A396QBZ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292273	Lachnospiraceae bacterium OF09-33XD	583
A0A397S8C4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2088	Anaeroplasma bactoclasticum	591
A0A3A5JCB5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2321230	Halococcus sp. IIIV-5B	575
A0A3A6CZX2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302956	Faecalibacterium sp. AF27-11BH	581
A0A3A6DCQ4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302975	Erysipelotrichaceae bacterium AF15-26LB	559
A0A3A6DXE2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302957	Faecalibacterium sp. AM43-5AT	581
A0A3A6F2C6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302965	Lachnospiraceae bacterium AM40-2BH	572
A0A3A6JGR4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302943	Coprococcus sp. AF38-1	564
A0A3A6JNP8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2302955	Faecalibacterium sp. AF10-46	581
A0A3A6Q4N4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2216978	Halonotius aquaticus	563
A0A3A6QA08	unreviewed	Ammonium transporter AmtB-like domain-containing protein	268735	Halonotius pteroides	575
A0A3A8U1R4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320103	bacterium 1XD21-70	585
A0A3A8WBS0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320098	bacterium D16-59	588
A0A3A8YRM8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320116	bacterium 1xD8-6	561
A0A3A8ZR18	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320099	bacterium 0.1xD8-71	589
A0A3A9A686	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320113	bacterium 1xD42-87	588
A0A3A9AHU2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320100	Parablautia intestinalis	581
A0A3A9EQQ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320081	Acutalibacter sp. 1XD8-33	558
A0A3A9EZ61	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320115	bacterium 1XD8-76	596
A0A3A9FED2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320110	bacterium 1XD42-54	576
A0A3A9GFS9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320088	Roseburia sp. 1XD42-69	595
A0A3A9SKZ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2364879	Butyrivibrio sp. CB08	589
A0A3A9SXB6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2364880	Butyrivibrio sp. XB500-5	589
A0A3A9T3Z5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2364878	Butyrivibrio sp. X503	589
A0A3B8UVC8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	142586	Eubacterium sp.	518
A0A3B8WX04	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	530
A0A3B9DWD0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1955814	Dialister sp.	604
A0A3B9RR30	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1972642	Sphaerochaeta sp.	568
A0A3B9SH16	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	528
A0A3B9T2C8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	360
A0A3B9WUZ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	590
A0A3C0BHT2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	544
A0A3C0J8P0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	28121	Butyrivibrio sp.	559
A0A3C0NNI1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	561
A0A3C0TH36	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A3C0U1E6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	371
A0A3C0VS63	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	579
A0A3C0WZ02	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	213
A0A3C0ZR78	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2053610	Sarcina sp.	591
A0A3C1A6S1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	540
A0A3C1C0C6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	571
A0A3C1H5S6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	435
A0A3C1K4P1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	324
A0A3C1SJG2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	244
A0A3C1YM26	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	591
A0A3D0DNQ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	559
A0A3D0L7S0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	343
A0A3D0LDA8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	582
A0A3D1HCR6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	594
A0A3D1HWC2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	596
A0A3D1M6Q9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	362
A0A3D1PR94	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	574
A0A3D1VIG2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	582
A0A3D1YAC0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	582
A0A3D2A8Z7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	584
A0A3D2DN89	unreviewed	Ammonium transporter AmtB-like domain-containing protein	142586	Eubacterium sp.	483
A0A3D2H4D1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	581
A0A3D2HRD6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	360
A0A3D2I2I4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	587
A0A3D2IMX9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	603
A0A3D2KFJ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	596
A0A3D2N5B5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	333
A0A3D2TS24	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	583
A0A3D2YDM4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1945593	Oscillibacter sp.	573
A0A3D3FD73	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	659
A0A3D3W946	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2052179	Peptococcaceae bacterium	580
A0A3D4CDJ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	580
A0A3D4JMG0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	324
A0A3D4KWZ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	592
A0A3D4LRI2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	586
A0A3D4QBE3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1969407	Oribacterium sp.	367
A0A3D4S6E4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	591
A0A3D4W5K9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1971605	Faecalibacterium sp.	408
A0A3D4XAC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	538
A0A3D5IDU5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	581
A0A3D5PCJ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	608
A0A3D5PVN4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1955814	Dialister sp.	580
A0A3D5T795	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	595
A0A3D5WGV8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	597
A0A3E2N433	unreviewed	Ammonium transporter AmtB-like domain-containing protein	253257	Lacrimispora amygdalina	566
A0A3E2T713	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	580
A0A3E2TW06	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	579
A0A3E2UCG9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	580
A0A3E2UHE6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	579
A0A3E2VY88	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	579
A0A3E2W4X7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1522	Clostridium innocuum	570
A0A3E3E2L2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	214853	Anaerofustis stercorihominis	574
A0A3E3HW34	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1720294	Eisenbergiella massiliensis	596
A0A3E4EG44	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A3E4LX30	unreviewed	Ammonium transporter AmtB-like domain-containing protein	46228	[Ruminococcus] lactaris	576
A0A3E4LZF5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A3E4X059	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A3E4Y6Y1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A3E5AD41	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A3E5ANY3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A3E5GL33	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88431	Dorea longicatena	584
A0A3G5FID2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	51669	Tetragenococcus halophilus	576
A0A3G9JI35	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2487118	Intestinibaculum porci	563
A0A3M0CVW1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	660522	Haloplanus aerogenes	547
A0A3N0I4G0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2486576	Absicoccus porci	564
A0A3N1XQV6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1329262	Mobilisporobacter senegalensis	564
A0A3N6LYC9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1679091	Natrarchaeobius halalkaliphilus	577
A0A3N6MIK2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1679083	Natrarchaeobius chitinivorans	575
A0A3P3RFN3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	671145	Halomarina oriensis	560
A0A3Q9EFA7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	634157	Halorubrum sp. PV6	555
A0A3R6HVQ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292065	Roseburia sp. AM16-25	602
A0A3R6LP12	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292234	Faecalibacterium sp. AF28-13AC	580
A0A3R6NVB4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293138	Roseburia sp. AM59-24XD	586
A0A3R6S1G0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293011	Clostridium sp. AF34-10BH	583
A0A3R6S323	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293012	Clostridium sp. AF34-13	596
A0A3R6T2E2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293030	Clostridium sp. AM34-9AC	583
A0A3R6TUH4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293088	Coprococcus sp. AF16-5	564
A0A3R6VD02	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293026	Clostridium sp. AM27-31LB	596
A0A3R6W9Z0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293000	Clostridium sp. AF17-2	593
A0A3R6XWA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293046	Clostridium sp. OM05-9BH	597
A0A3R7JYP2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2282126	Halorubrum sp. Atlit-8R	558
A0A410TQW1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2497325	Halorubrum sp. BOL3-1	561
A0A412ESC4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A412I1L5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292232	Eubacterium sp. AF22-8LB	561
A0A412JAI5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1735	Holdemanella biformis	562
A0A412L3Z0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A412Q5D9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A412Z6T2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	208479	Enterocloster bolteae	565
A0A413CZM9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1735	Holdemanella biformis	562
A0A413G885	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292191	Anaerotruncus sp. AF02-27	563
A0A413I5V5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292287	Blautia sp. OF03-15BH	576
A0A413Q4A5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A413QIA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39486	Dorea formicigenerans	576
A0A413RD45	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39496	Eubacterium ventriosum	586
A0A413SL34	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39486	Dorea formicigenerans	576
A0A413U0U1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A413UEQ5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1735	Holdemanella biformis	561
A0A413YZC1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39485	Lachnospira eligens	582
A0A414A8A1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A414ARU4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	208479	Enterocloster bolteae	565
A0A414B8U4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39488	Anaerobutyricum hallii	556
A0A414I9E5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A414JCA5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A414KBZ4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A414M657	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A414P7H7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	46228	[Ruminococcus] lactaris	576
A0A414S439	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88431	Dorea longicatena	584
A0A414SVC0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88431	Dorea longicatena	584
A0A415D8Z0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	46228	[Ruminococcus] lactaris	576
A0A415H6Z4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39486	Dorea formicigenerans	576
A0A415HNX0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A415JYM8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A415LJU4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A415MGB1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39485	Lachnospira eligens	582
A0A415MX32	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39486	Dorea formicigenerans	576
A0A415TWJ3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39488	Anaerobutyricum hallii	556
A0A415WAR6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292903	Lachnospiraceae bacterium AM21-21	581
A0A415Y7N4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292902	Lachnospiraceae bacterium AM10-38	581
A0A415ZEU8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292004	Butyricicoccus sp. AM05-1	575
A0A416CAR5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293016	Clostridium sp. AF37-5	587
A0A416CS21	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292888	Firmicutes bacterium AF36-19BH	597
A0A416DJJ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292003	Butyricicoccus sp. AF35-5AC	575
A0A416E8F9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292046	Lachnotalea sp. AF33-28	582
A0A416ME66	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292181	Firmicutes bacterium AF25-13AC	595
A0A416NNC5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292887	Firmicutes bacterium AF22-6AC	583
A0A416RXX8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292204	Clostridium sp. AF19-22AC	588
A0A416T417	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293106	Eubacterium sp. AF19-12LB	583
A0A416VY62	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293103	Eubacterium sp. AF15-50	584
A0A417CYC0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292893	Firmicutes bacterium AM41-11	565
A0A417FAY0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292296	Butyricicoccus sp. AM32-19	575
A0A417IKP3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292293	Butyricicoccus sp. AM27-36	573
A0A417JY11	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292906	Lachnospiraceae bacterium AM26-1LB	581
A0A417LI53	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292898	Firmicutes bacterium TM09-10	597
A0A417PNF3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292274	Clostridiaceae bacterium OM08-6BH	577
A0A417R8P8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292985	Blautia sp. OM07-19	579
A0A417U2N8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292272	Lachnospiraceae bacterium OM04-12BH	582
A0A417UET6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292357	Faecalibacterium sp. OM04-11BH	579
A0A417URP4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292908	Lachnospiraceae bacterium OM02-26	581
A0A417VTC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292368	Roseburia sp. OM02-15	585
A0A419T7T2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	94868	Lacrimispora algidixylanolytica	585
A0A419WE02	unreviewed	Ammonium transporter AmtB-like domain-containing protein	148449	Halopiger aswanensis	557
A0A425W499	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049045	Eubacteriaceae bacterium	583
A0A425WHC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	583
A0A426DRR9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044587	Schaedlerella arabinosiphila	583
A0A430AFK9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160095	Vagococcus entomophilus	554
A0A448W1N8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	765821	uncultured Blautia sp.	574
A0A482Y865	unreviewed	Ammonium transporter AmtB-like domain-containing protein	222984	Natrinema altunense	566
A0A482YEN8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	392421	Natrinema hispanicum	551
A0A498EUJ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2282129	Halorubrum sp. Atlit-28R	558
A0A498FNH3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2282128	Halorubrum sp. Atlit-26R	575
A0A498FNJ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2282127	Halorubrum sp. Atlit-9R	558
A0A4D6HLC9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	61858	Natronorubrum bangense	577
A0A4P5P5X0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2480627	Enterococcus florum	593
A0A4P8WNY4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88724	Natrinema versiforme	566
A0A4P8XWV5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2564099	Ruminococcus bovis	572
A0A4P9E8H5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2479767	Blautia sp. SC05B48	574
A0A4P9TIR6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	69527	Natrinema pallidum	566
A0A4Q0I9H8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2487273	Acetivibrio mesophilus	584
A0A4Q1RIE4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2509240	Blautia faecicola	582
A0A4Q2K8E9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2508949	Candidatus Borkfalkia ceftriaxoniphila	572
A0A4Q5CCE1	unreviewed	Ammonium transporter	33039	[Ruminococcus] torques	570
A0A4Q7PNC0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1796618	Cuneatibacter caecimuris	578
A0A4R1R5V0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1469948	Kineothrix alysoides	573
A0A4R3K8Z8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1796634	Muricomes intestini	577
A0A4S2F9F9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049044	Erysipelotrichaceae bacterium	564
A0A4S2HI78	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	581
A0A4U5JHX5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2217661	Natronomonas salsuginis	606
A0A4U7C4Z3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518115	Halorubrum sp. CGM5_25_10-8B	558
A0A4U7CDN6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518116	Halorubrum sp. CGM4_25_10-8A	558
A0A4U7CEX7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1855872	Halorubrum sp. ARQ200	558
A0A4U7CTH9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518117	Halorubrum sp. SD690R	558
A0A4U7CX07	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1855858	Halorubrum sp. ASP121	558
A0A4U7D6B8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1537265	Halorubrum sp. SP3	558
A0A4U7DHS4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518119	Halorubrum sp. SS7	558
A0A4U7DV69	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518114	Halorubrum sp. ASP1	558
A0A4U7DZC2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518113	Halorubrum sp. GN12_10-3_MGM	558
A0A4U7ELJ5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518111	Halorubrum sp. GN11GM_10-3_MGM	555
A0A4U7EV64	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2518112	Halorubrum sp. GN11_10-6_MGM	559
A0A4U7FCH1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1419722	Halorubrum sp. SD626R	572
A0A4V0Z790	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33035	Blautia producta	584
A0A4V1YJW1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2478953	Blautia sp. aa_0143	575
A0A4V2QAD3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1650663	Allofournierella massiliensis	584
A0A4V2W5N5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1796628	Longibaculum muris	561
A0A4V3G973	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1754012	Breznakia blatticola	554
A0A4V6E5W0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1537267	Halorubrum sp. SP9	558
A0A4V6E8U1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1419722	Halorubrum sp. SD626R	555
A0A4V6RUF2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2419781	Salinadaptatus halalkaliphilus	616
A0A518SEK0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2599399	Salarchaeum sp. JOR-1	570
